  7.000000e+000  7.000000e+000  7.000000e+000  7.000000e+000  7.000000e+000  9.000000e+000  9.000000e+000  9.000000e+000  9.000000e+000  7.000000e+000
  9.000000e+000  9.000000e+000  1.100000e+001  9.000000e+000  9.000000e+000  9.000000e+000  9.000000e+000  9.000000e+000  9.000000e+000  9.000000e+000
  5.000000e+000  5.000000e+000  7.000000e+000  7.000000e+000  5.000000e+000  9.000000e+000  9.000000e+000  9.000000e+000  9.000000e+000  7.000000e+000
  9.000000e+000  9.000000e+000  1.100000e+001  9.000000e+000  9.000000e+000  9.000000e+000  9.000000e+000  9.000000e+000  9.000000e+000  5.000000e+000
  5.000000e+000  5.000000e+000  7.000000e+000  7.000000e+000  7.000000e+000  9.000000e+000  9.000000e+000  7.000000e+000  7.000000e+000  7.000000e+000
  9.000000e+000  9.000000e+000  1.100000e+001  9.000000e+000  9.000000e+000  9.000000e+000  9.000000e+000  9.000000e+000  9.000000e+000  5.000000e+000
  5.000000e+000  5.000000e+000  7.000000e+000  7.000000e+000  7.000000e+000  7.000000e+000  7.000000e+000  7.000000e+000  7.000000e+000  5.000000e+000
  9.000000e+000  9.000000e+000  1.100000e+001  9.000000e+000  9.000000e+000  9.000000e+000  9.000000e+000  9.000000e+000  9.000000e+000  5.000000e+000
  5.000000e+000  5.000000e+000  7.000000e+000  7.000000e+000  7.000000e+000  7.000000e+000  7.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000
  9.000000e+000  9.000000e+000  1.100000e+001  1.100000e+001  9.000000e+000  9.000000e+000  9.000000e+000  9.000000e+000  9.000000e+000  5.000000e+000
  5.000000e+000  5.000000e+000  5.000000e+000  7.000000e+000  7.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000
  9.000000e+000  9.000000e+000  1.100000e+001  1.100000e+001  9.000000e+000  9.000000e+000  9.000000e+000  9.000000e+000  9.000000e+000  5.000000e+000
  5.000000e+000  5.000000e+000  5.000000e+000  7.000000e+000  7.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000
  9.000000e+000  9.000000e+000  9.000000e+000  1.100000e+001  1.100000e+001  1.100000e+001  9.000000e+000  9.000000e+000  9.000000e+000  5.000000e+000
  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000
  9.000000e+000  9.000000e+000  9.000000e+000  9.000000e+000  1.100000e+001  1.100000e+001  1.100000e+001  1.100000e+001  9.000000e+000  5.000000e+000
  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000
  9.000000e+000  9.000000e+000  9.000000e+000  9.000000e+000  9.000000e+000  9.000000e+000  9.000000e+000  1.100000e+001  9.000000e+000  5.000000e+000
  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000
  9.000000e+000  9.000000e+000  9.000000e+000  9.000000e+000  9.000000e+000  9.000000e+000  9.000000e+000  9.000000e+000  5.000000e+000  5.000000e+000
  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000
  9.000000e+000  9.000000e+000  9.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  9.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000
  5.000000e+000  5.000000e+000  3.000000e+000  3.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000
  9.000000e+000  9.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000
  5.000000e+000  3.000000e+000  3.000000e+000  3.000000e+000  3.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000
  9.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000
  3.000000e+000  3.000000e+000  3.000000e+000  3.000000e+000  3.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000
  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  3.000000e+000
  3.000000e+000  3.000000e+000  3.000000e+000  3.000000e+000  3.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000
  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  3.000000e+000
  3.000000e+000  3.000000e+000  3.000000e+000  3.000000e+000  3.000000e+000  3.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000
  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  3.000000e+000  3.000000e+000
  3.000000e+000  3.000000e+000  3.000000e+000  3.000000e+000  3.000000e+000  3.000000e+000  3.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000
  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  3.000000e+000  3.000000e+000
  3.000000e+000  3.000000e+000  3.000000e+000  3.000000e+000  3.000000e+000  3.000000e+000  3.000000e+000  3.000000e+000  5.000000e+000  5.000000e+000
  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  3.000000e+000  3.000000e+000  3.000000e+000
  3.000000e+000  3.000000e+000  3.000000e+000  3.000000e+000  3.000000e+000  3.000000e+000  3.000000e+000  3.000000e+000  5.000000e+000  5.000000e+000
  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  3.000000e+000  3.000000e+000  3.000000e+000  3.000000e+000
  3.000000e+000  3.000000e+000  3.000000e+000  3.000000e+000  3.000000e+000  3.000000e+000  3.000000e+000  3.000000e+000  5.000000e+000  5.000000e+000
  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  3.000000e+000  3.000000e+000  3.000000e+000  3.000000e+000
  3.000000e+000  3.000000e+000  3.000000e+000  3.000000e+000  3.000000e+000  3.000000e+000  3.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000
  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  3.000000e+000  3.000000e+000  3.000000e+000  3.000000e+000
  3.000000e+000  3.000000e+000  3.000000e+000  3.000000e+000  3.000000e+000  3.000000e+000  3.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000
  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  3.000000e+000  3.000000e+000  3.000000e+000  3.000000e+000
  3.000000e+000  3.000000e+000  3.000000e+000  3.000000e+000  3.000000e+000  3.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000
  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  3.000000e+000  3.000000e+000  3.000000e+000  3.000000e+000
  3.000000e+000  3.000000e+000  3.000000e+000  3.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000
  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000
  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000  5.000000e+000
